,index,term,tag,value,pstv,neut,ngtv,dunno,distortion
0,0,аббат,NEUT,0.3667,0.2574,0.3762,0.0693,0.297,0.08800000000000001
1,1,аббревиатура,NEUT,0.0,0.16,0.72,0.0,0.12,0.0
2,2,абзац,NEUT,0.0,0.1481,0.7037,0.0,0.1481,0.0
3,3,абонемент,NEUT,0.1757,0.2381,0.581,0.0476,0.1333,0.0571
4,4,абонентный,NEUT,0.0,0.0,0.72,0.0,0.28,0.0
5,5,абордажный,NEUT,-0.1205,0.1215,0.3925,0.1682,0.3178,0.2092
6,6,абориген,NEUT,0.0,0.04,0.64,0.16,0.16,0.05
7,7,аборт,NGTV,-0.7832,0.0686,0.2647,0.5784,0.0882,0.0768
8,8,абракадабра,NEUT,-0.0935,0.1748,0.4854,0.2233,0.1165,0.3115
9,9,абрикос,PSTV,0.584,0.505,0.396,0.0396,0.0594,0.0427
10,10,абрикосовый,NEUT,0.46,0.4,0.45,0.03,0.12,0.0323
11,11,абсолют,NEUT,0.4832,0.3714,0.3905,0.0571,0.18100000000000002,0.0659
12,12,абсолютизировать,NEUT,0.1136,0.1776,0.4112,0.1308,0.2804,0.2273
13,13,абсолютность,NEUT,0.4024,0.37,0.49,0.05,0.09,0.0568
14,14,абсолютный,NEUT,0.2297,0.2647,0.5588,0.049,0.1275,0.0581
15,15,абстрактность,NEUT,0.0,0.12,0.72,0.0,0.16,0.0
16,16,абстрактный,NEUT,0.0,0.1667,0.6667,0.0667,0.1,0.0933
17,17,абстракция,NEUT,0.0,0.1333,0.6667,0.0667,0.1333,0.1
18,18,абсурдность,NGTV,-1.0,0.0,0.04,0.96,0.0,0.0
19,19,абсурдный,NGTV,-0.9,0.0706,0.2235,0.6706,0.0353,0.078
20,20,абхазец,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
21,21,абхазский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
22,22,авангард,NEUT,0.473,0.3462,0.375,0.0673,0.2115,0.0804
23,23,аванс,NEUT,0.5308,0.4381,0.4,0.0762,0.0857,0.0894
24,24,авантюра,NGTV,-0.4909,0.1981,0.2075,0.4528,0.1415,0.2848
25,25,авантюризм,NEUT,-0.2753,0.1698,0.3302,0.3302,0.1698,0.2571
26,26,авантюрист,NEUT,-0.1538,0.2079,0.297,0.297,0.198,0.3535
27,27,авантюристический,NEUT,0.1202,0.2816,0.2816,0.2136,0.2233,0.3756
28,28,авантюристка,NGTV,-0.4315,0.1727,0.2727,0.4091,0.1455,0.2457
29,29,авантюрный,NEUT,-0.0294,0.2636,0.2909,0.2818,0.1636,0.5103
30,30,аварийка,NEUT,-0.0968,0.1795,0.4786,0.2308,0.1111,0.3191
31,31,аварийный,NGTV,-1.0,0.0714,0.1571,0.6571,0.1143,0.0792
32,32,аварийщик,NEUT,0.0943,0.21899999999999997,0.4571,0.1714,0.1524,0.3056
33,33,авария,NGTV,-1.0,0.08,0.04,0.84,0.04,0.0876
34,34,аватарка,NEUT,0.19,0.2277,0.5347,0.0792,0.1584,0.1068
35,35,август,NEUT,0.1864,0.27,0.64,0.01,0.08,0.0104
36,36,августовский,NEUT,0.0357,0.1613,0.5806,0.0645,0.1935,0.0903
37,37,авиабилет,NEUT,0.069,0.2037,0.6667,0.037000000000000005,0.0926,0.0438
38,38,авиагородок,NEUT,0.2358,0.25,0.5192,0.0385,0.1923,0.0444
39,39,авиакасса,NEUT,0.1699,0.23,0.57,0.03,0.17,0.0339
40,40,авиакатастрофа,NGTV,-0.9828,0.0769,0.1923,0.7308,0.0,0.085
41,41,авиакомпания,NEUT,0.3293,0.3366,0.5446,0.0693,0.0495,0.0836
42,42,авиаконструктор,NEUT,0.4179,0.3942,0.5,0.0288,0.0769,0.031
43,43,авиакрыло,NEUT,0.0,0.16,0.68,0.0,0.16,0.0
44,44,авиалиния,NEUT,0.0,0.16,0.64,0.0,0.2,0.0
45,45,авиапарк,NEUT,0.3333,0.3,0.48,0.04,0.18,0.0453
46,46,авиаперелёт,NEUT,0.1,0.2,0.6,0.04,0.16,0.048
47,47,авиапочта,NEUT,0.1,0.1786,0.5357,0.0357,0.25,0.0429
48,48,авиарейс,NEUT,0.0,0.16,0.72,0.0,0.12,0.0
49,49,авиасалон,NEUT,0.2636,0.28,0.54,0.04,0.14,0.0457
50,50,авиатранспорт,NEUT,0.2984,0.33,0.58,0.02,0.07,0.0212
51,51,авиационный,NEUT,0.0,0.1613,0.7419,0.0,0.0968,0.0
52,52,авиация,NEUT,0.3378,0.3069,0.4851,0.099,0.1089,0.1309
53,53,авитаминоз,NGTV,-1.0,0.0,0.12,0.8,0.08,0.0
54,54,авокадо,NEUT,0.4512,0.39,0.45,0.05,0.11,0.0564
55,55,австралиец,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
56,56,австралийский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
57,57,австрийский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
58,58,авто,NEUT,0.0806,0.1714,0.5429,0.0286,0.2571,0.0333
59,59,автобиография,NEUT,0.2742,0.3107,0.5825,0.0291,0.0777,0.0319
60,60,автобус,NEUT,0.051,0.2143,0.7381,0.0476,0.0,0.0582
61,61,автобусный,NEUT,0.0,0.1481,0.7037,0.037000000000000005,0.1111,0.0463
62,62,автовладелец,NEUT,0.4141,0.39,0.5,0.06,0.05,0.0692
63,63,автовокзал,NEUT,0.0357,0.2,0.72,0.04,0.04,0.048
64,64,автогонка,NEUT,0.0357,0.1852,0.6667,0.037000000000000005,0.1111,0.0444
65,65,автогонки,NEUT,0.3532,0.3069,0.4653,0.0891,0.1386,0.115
66,66,автограф,NEUT,0.4091,0.4,0.52,0.04,0.04,0.044000000000000004
67,67,автодорога,NEUT,0.0,0.0741,0.8519,0.0,0.0741,0.0
68,68,автодорожный,NEUT,0.0,0.08,0.72,0.0,0.2,0.0
69,69,автодром,NEUT,0.2909,0.2843,0.5098,0.0686,0.1373,0.0852
70,70,автозаправка,NEUT,0.0,0.08,0.72,0.0,0.2,0.0
71,71,автозаправочный,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
72,72,автокатастрофа,NGTV,-1.0,0.0,0.16,0.8,0.04,0.0
73,73,автоклуб,NEUT,0.069,0.2,0.6545,0.0727,0.0727,0.0992
74,74,автокресло,NEUT,0.374,0.3663,0.5248,0.0099,0.099,0.0102
75,75,автоледи,NEUT,0.2235,0.22,0.43,0.12,0.23,0.1855
76,76,автолюбитель,NEUT,0.1,0.2,0.6,0.04,0.16,0.048
77,77,автомагазин,NEUT,0.2317,0.2913,0.6117,0.0291,0.068,0.032
78,78,автомагистраль,NEUT,0.0,0.16,0.68,0.0,0.16,0.0
79,79,автомагнитола,NEUT,0.1632,0.21,0.53,0.02,0.24,0.0219
80,80,автомат,NEUT,-0.1094,0.1288,0.5758,0.19699999999999998,0.0985,0.213
81,81,автоматизация,NEUT,0.5,0.4158,0.4158,0.0198,0.1485,0.0207
82,82,автоматизировать,NEUT,0.413,0.35,0.45,0.06,0.14,0.0703
83,83,автоматически,NEUT,0.0172,0.2,0.76,0.04,0.0,0.048
84,84,автоматический,NEUT,0.0,0.1923,0.7692,0.0,0.0385,0.0
85,85,автоматный,NEUT,0.11699999999999999,0.1782,0.4653,0.1287,0.2277,0.2217
86,86,автоматчик,NEUT,-0.1682,0.17,0.42,0.26,0.15,0.2812
87,87,автомашина,NEUT,0.2846,0.3178,0.5794,0.0467,0.0561,0.0536
88,88,автомобилестроение,NEUT,0.3605,0.3524,0.5238,0.0286,0.0952,0.0309
89,89,автомобилестроительный,NEUT,0.0714,0.18600000000000003,0.6047,0.0698,0.1395,0.0959
90,90,автомобилист,NEUT,0.0,0.12,0.76,0.0,0.12,0.0
91,91,автомобиль,NEUT,0.3203,0.3302,0.5472,0.0566,0.066,0.0663
92,92,автомобильный,NEUT,0.1,0.2267,0.68,0.0267,0.0667,0.0298
93,93,автомобильчик,NEUT,0.4919,0.402,0.4118,0.098,0.0882,0.122
94,94,автомойка,NEUT,0.1,0.2143,0.6429,0.0476,0.0952,0.0582
95,95,автономизация,NEUT,0.31,0.2673,0.4554,0.0,0.2772,0.0
96,96,автономный,NEUT,0.0,0.0741,0.7407,0.037000000000000005,0.1481,0.0556
97,97,автопарк,NEUT,0.25,0.2647,0.5294,0.0588,0.1471,0.0719
98,98,автопилот,NEUT,0.3254,0.325,0.5313,0.0938,0.05,0.1208
99,99,автопортрет,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
100,100,автопробег,NEUT,0.2742,0.2857,0.5357,0.0982,0.0804,0.132
101,101,автопроизводитель,NEUT,0.3333,0.35,0.56,0.02,0.07,0.0211
102,102,автор,NEUT,0.2606,0.3,0.5833,0.05,0.0667,0.0583
103,103,авторитет,PSTV,0.9,0.5660000000000001,0.1887,0.0755,0.1698,0.0855
104,104,авторитетность,PSTV,0.9,0.6923,0.2308,0.0769,0.0,0.0855
105,105,авторитетный,PSTV,1.0,0.75,0.1786,0.0357,0.0357,0.0374
106,106,авторский,NEUT,0.3958,0.3496,0.4715,0.0732,0.1057,0.0885
107,107,авторство,NEUT,0.5234,0.38,0.34,0.1,0.18,0.1263
108,108,авторучка,NEUT,0.2304,0.28,0.59,0.05,0.08,0.0589
109,109,авторынок,NEUT,0.0,0.0345,0.8966,0.0,0.069,0.0
110,110,автосалон,NEUT,0.1,0.2,0.6,0.04,0.16,0.048
111,111,автосервис,NEUT,0.25,0.2885,0.5769,0.0192,0.1154,0.0205
112,112,автоспорт,NEUT,0.41200000000000003,0.3725,0.4804,0.0686,0.0784,0.0813
113,113,автостанция,NEUT,0.1699,0.23,0.57,0.06,0.14,0.0757
114,114,автостоп,NEUT,0.0,0.1613,0.6452,0.0,0.1935,0.0
115,115,автотранспорт,NEUT,0.4194,0.3725,0.4706,0.0392,0.1176,0.0433
116,116,автотранспортный,NEUT,0.0,0.12,0.72,0.04,0.12,0.0533
117,117,автоугонщик,NGTV,-1.0,0.0357,0.1071,0.8571,0.0,0.0372
118,118,автоцентр,NEUT,0.0556,0.2,0.68,0.04,0.08,0.048
119,119,автошкола,NEUT,0.3849,0.4059,0.5644,0.0099,0.0198,0.0101
120,120,агент,NEUT,0.0357,0.1786,0.6429,0.0714,0.1071,0.1
121,121,агентка,NEUT,0.0862,0.1683,0.5248,0.1188,0.1881,0.2027
122,122,агентский,NEUT,0.0,0.04,0.6,0.12,0.24,0.0533
123,123,агентство,NEUT,0.0833,0.1972,0.6197,0.0704,0.1127,0.0956
124,124,агентша,NEUT,0.0422,0.1471,0.5196,0.1275,0.2059,0.2379
125,125,агитировать,NEUT,0.0548,0.217,0.4434,0.1887,0.1509,0.3527
126,126,агония,NGTV,-1.0,0.0385,0.1154,0.5769,0.2692,0.040999999999999995
127,127,агрессивность,NGTV,-1.0,0.08,0.12,0.76,0.04,0.0884
128,128,агрессивный,NGTV,-1.0,0.0385,0.0769,0.8846,0.0,0.0401
129,129,агрессия,NGTV,-1.0,0.04,0.08,0.8,0.08,0.042
130,130,агроном,NEUT,0.2984,0.3084,0.5421,0.0187,0.1308,0.0198
131,131,адаптационный,NEUT,0.431,0.3564,0.4356,0.0693,0.1386,0.0828
132,132,адаптация,PSTV,0.5952,0.4808,0.3654,0.0385,0.1154,0.0415
133,133,адаптировать,PSTV,0.9194,0.7037,0.2222,0.037000000000000005,0.037000000000000005,0.039
134,134,адвокат,NEUT,0.2815,0.31,0.57,0.05,0.07,0.0581
135,135,адвокатский,NEUT,0.1,0.2188,0.6563,0.0,0.125,0.0
136,136,адвокатура,NEUT,0.2813,0.2451,0.451,0.0686,0.2353,0.0878
137,137,адекватность,PSTV,0.9706,0.7857,0.2143,0.0,0.0,0.0
138,138,адекватный,PSTV,1.0,0.8077,0.0769,0.0769,0.0385,0.0842
139,139,аджика,NEUT,0.2341,0.2549,0.4412,0.1373,0.1667,0.2112
140,140,адидас,NEUT,0.1216,0.1949,0.5508,0.1271,0.1271,0.21
141,141,админ,NEUT,0.19899999999999998,0.24,0.55,0.07,0.14,0.0904
142,142,административный,NEUT,0.0,0.1538,0.6923,0.0385,0.1154,0.0481
143,143,администратор,NEUT,0.2909,0.2871,0.5149,0.0495,0.1485,0.057999999999999996
144,144,администраторский,NEUT,0.0,0.08,0.8,0.04,0.08,0.06
145,145,администраторша,NEUT,0.0796,0.2079,0.4851,0.1683,0.1386,0.3046
146,146,администрация,NEUT,0.1729,0.24,0.59,0.08,0.09,0.1067
147,147,адмирал,NEUT,0.45,0.3762,0.4356,0.0891,0.099,0.1102
148,148,адреналин,PSTV,0.6282,0.49,0.34,0.05,0.12,0.0551
149,149,адрес,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
150,150,адресный,NEUT,0.0,0.16,0.76,0.04,0.04,0.05
151,151,адресовать,NEUT,0.0806,0.2143,0.6786,0.0357,0.0714,0.0417
152,152,адресок,NEUT,0.0769,0.1724,0.5517,0.069,0.2069,0.0966
153,153,адски,NGTV,-1.0,0.0,0.0769,0.8846,0.0385,0.0
154,154,адский,NGTV,-1.0,0.04,0.12,0.84,0.0,0.0419
155,155,ажиотаж,NEUT,0.0769,0.1923,0.6154,0.0385,0.1538,0.0462
156,156,азарт,NEUT,-0.1448,0.1619,0.5048,0.2381,0.0952,0.272
157,157,азартный,NGTV,-0.5893,0.11,0.34,0.44,0.11,0.1375
158,158,азбука,NEUT,0.5373,0.48,0.43,0.03,0.06,0.0319
159,159,азербайджанец,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
160,160,азербайджанский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
161,161,азиат,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
162,162,азиатский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
163,163,азот,NEUT,0.0,0.1333,0.7,0.0667,0.1,0.1
164,164,аист,PSTV,0.6,0.5149,0.3861,0.0297,0.0693,0.0314
165,165,айкидо,NEUT,0.1,0.2,0.6,0.0667,0.1333,0.0889
166,166,айсберг,NEUT,0.0,0.1345,0.5798,0.1092,0.1765,0.198
167,167,айтишник,NEUT,0.0,0.1333,0.6333,0.0667,0.1667,0.1
168,168,айфон,NEUT,0.3017,0.31,0.54,0.08,0.07,0.1006
169,169,академгородок,NEUT,0.4208,0.31,0.39,0.04,0.26,0.0452
170,170,академик,PSTV,0.5559,0.5,0.4245,0.066,0.0094,0.0748
171,171,академический,NEUT,0.38799999999999996,0.3627,0.5,0.049,0.0882,0.0556
172,172,академия,PSTV,0.5579,0.45,0.38,0.08,0.09,0.0942
173,173,акация,NEUT,0.4583,0.42200000000000004,0.4771,0.0,0.1009,0.0
174,174,акваланг,NEUT,0.4023,0.3883,0.5146,0.0194,0.0777,0.0204
175,175,аквалангист,NEUT,0.0806,0.24,0.76,0.0,0.0,0.0
176,176,аквамарин,NEUT,0.3,0.28,0.49,0.05,0.18,0.0589
177,177,аквапарк,PSTV,0.7881,0.6139,0.2772,0.0495,0.0594,0.0535
178,178,акварель,NEUT,0.4462,0.4059,0.4752,0.0297,0.0891,0.0319
179,179,акварельный,NEUT,0.3974,0.35,0.47,0.02,0.16,0.0211
180,180,аквариум,NEUT,0.0,0.0882,0.7353,0.0588,0.1176,0.098
181,181,аквариумный,NEUT,0.0172,0.1923,0.7308,0.0,0.0769,0.0
182,182,аккаунт,NEUT,0.1,0.1702,0.5106,0.0426,0.2766,0.0532
183,183,аккорд,NEUT,0.4328,0.37,0.45,0.01,0.17,0.0103
184,184,аккордеон,NEUT,0.3496,0.32,0.49,0.05,0.14,0.0578
185,185,аккумулирование,NEUT,0.4652,0.37,0.41,0.07,0.15,0.0832
186,186,аккумулятор,NEUT,0.0833,0.2,0.6286,0.0286,0.1429,0.0327
187,187,аккуратненький,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
188,188,аккуратненько,PSTV,0.9828,0.76,0.2,0.04,0.0,0.0421
189,189,аккуратность,PSTV,1.0,0.76,0.16,0.0,0.08,0.0
190,190,аккуратный,PSTV,1.0,0.8846,0.1154,0.0,0.0,0.0
191,191,акробат,NEUT,0.434,0.3267,0.396,0.099,0.1782,0.129
192,192,акробатика,NEUT,0.3244,0.3529,0.5784,0.0098,0.0588,0.0101
193,193,акробатически,NEUT,0.3889,0.3846,0.5288,0.0385,0.0481,0.0423
194,194,акробатический,NEUT,0.316,0.3333,0.5588,0.0392,0.0686,0.0438
195,195,акробатка,NEUT,0.4213,0.3786,0.4757,0.068,0.0777,0.0802
196,196,аксессуар,NEUT,0.3824,0.3846,0.5385,0.0288,0.0481,0.031
197,197,акт,NEUT,0.1346,0.2157,0.5882,0.0784,0.1176,0.107
198,198,актив,PSTV,0.8859999999999999,0.6235,0.21600000000000003,0.0309,0.1296,0.0324
199,199,активация,NEUT,0.4375,0.381,0.4571,0.0571,0.1048,0.0657
200,200,активизироваться,PSTV,0.7051,0.5446,0.3069,0.0495,0.099,0.054000000000000006
201,201,активизм,PSTV,0.7653,0.5,0.24,0.06,0.2,0.0672
202,202,активирование,NEUT,0.3952,0.37,0.5,0.04,0.09,0.0443
203,203,активировать,NEUT,0.4556,0.3981,0.4537,0.0833,0.0648,0.1008
204,204,активист,PSTV,1.0,0.72,0.16,0.04,0.08,0.0422
205,205,активистка,PSTV,0.84,0.5437,0.2136,0.1068,0.1359,0.1278
206,206,активность,PSTV,0.8158,0.62,0.26,0.05,0.07,0.054000000000000006
207,207,активный,PSTV,1.0,0.72,0.16,0.04,0.08,0.0422
208,208,актриса,NEUT,0.3678,0.35,0.51,0.03,0.11,0.0326
209,209,актуализироваться,PSTV,0.5556,0.4,0.34,0.03,0.23,0.0323
210,210,актуальность,PSTV,1.0,0.84,0.08,0.0,0.08,0.0
211,211,актуальный,PSTV,0.8,0.6275,0.2745,0.0392,0.0588,0.0417
212,212,актёр,NEUT,0.4778,0.4314,0.4608,0.0196,0.0882,0.0205
213,213,актёрский,NEUT,0.3136,0.32,0.54,0.06,0.08,0.0713
214,214,актёрство,NEUT,0.4643,0.4455,0.495,0.0297,0.0297,0.0317
215,215,акула,NEUT,-0.2534,0.1333,0.5048,0.2667,0.0952,0.2
216,216,акустический,NEUT,0.0,0.1071,0.7143,0.0,0.1786,0.0
217,217,акушер,NEUT,0.4545,0.35,0.4,0.08,0.17,0.0983
218,218,акушерка,NEUT,0.5179,0.4,0.35,0.11,0.14,0.1403
219,219,акцент,NEUT,0.0625,0.2143,0.7143,0.0,0.0714,0.0
220,220,акцентирование,NEUT,0.4029,0.3069,0.4059,0.0693,0.2178,0.085
221,221,акцентировать,NEUT,0.2311,0.2762,0.581,0.019,0.1238,0.0204
222,222,акция,PSTV,0.6022,0.5093,0.3796,0.0463,0.0648,0.0505
223,223,алгебра,NEUT,0.0702,0.25,0.44,0.21,0.1,0.3864
224,224,алгебраический,NEUT,0.1,0.24,0.72,0.0,0.04,0.0
225,225,алгоритм,NEUT,0.0,0.16,0.64,0.04,0.16,0.05
226,226,аленький,PSTV,0.9179,0.7069,0.2241,0.0345,0.0345,0.0362
227,227,алкашка,NGTV,-1.0,0.08,0.0,0.88,0.04,0.0873
228,228,алкоголизм,NGTV,-0.9828,0.0,0.2,0.76,0.04,0.0
229,229,алкоголичка,NGTV,-0.9146,0.0294,0.2353,0.7353,0.0,0.0306
230,230,алкогольный,NGTV,-0.6859999999999999,0.0577,0.3365,0.5673,0.0385,0.0636
231,231,алконавт,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
232,232,аллах,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
233,233,аллегорически,NEUT,0.1404,0.1863,0.5,0.098,0.2157,0.1496
234,234,аллергический,NGTV,-0.7241,0.05,0.3,0.56,0.09,0.0545
235,235,аллергия,NGTV,-1.0,0.0667,0.1333,0.7333,0.0667,0.0727
236,236,аллея,NEUT,0.4762,0.41,0.44,0.06,0.09,0.0688
237,237,аллигатор,NEUT,-0.2009,0.1584,0.4653,0.2673,0.1089,0.2523
238,238,алмаз,PSTV,0.66,0.5238,0.3333,0.0571,0.0857,0.0634
239,239,алмазик,NEUT,0.4744,0.3762,0.4059,0.0594,0.1584,0.0688
240,240,алмазный,NEUT,0.4706,0.4272,0.466,0.0291,0.0777,0.0311
241,241,алогичность,NEUT,-0.3462,0.1333,0.2857,0.3048,0.2762,0.1917
242,242,алогичный,NGTV,-0.3585,0.125,0.3077,0.3077,0.2596,0.1758
243,243,алоэ,NEUT,0.3136,0.3137,0.5294,0.049,0.1078,0.0567
244,244,алтайский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
245,245,алтын,NEUT,0.4184,0.3,0.38,0.08,0.24,0.1013
246,246,алфавит,PSTV,0.5571,0.5098,0.4314,0.0392,0.0196,0.0422
247,247,алфавитный,NEUT,0.1,0.1915,0.5745,0.0426,0.1915,0.052000000000000005
248,248,алхимия,NEUT,0.2857,0.2772,0.4554,0.1287,0.1386,0.1885
249,249,алый,NEUT,0.3015,0.3182,0.5545,0.0636,0.0636,0.0764
250,250,алыча,NEUT,0.4459,0.35,0.41,0.01,0.23,0.0103
251,251,альбинос,NEUT,0.201,0.233,0.4563,0.1359,0.1748,0.2152
252,252,альбомный,NEUT,0.0,0.04,0.84,0.08,0.04,0.06
253,253,альбомчик,PSTV,0.5656,0.451,0.3725,0.0294,0.1471,0.0313
254,254,альпинизм,NEUT,0.1,0.2,0.6,0.0286,0.1714,0.0327
255,255,альпинист,NEUT,0.3644,0.34,0.5,0.03,0.13,0.0326
256,256,альпинистка,NEUT,0.4435,0.3861,0.4554,0.0495,0.1089,0.0559
257,257,альпинистский,NEUT,0.0,0.1154,0.6154,0.0385,0.2308,0.0513
258,258,альтернатива,NEUT,0.5213,0.4623,0.434,0.0283,0.0755,0.03
259,259,альтернативный,NEUT,0.3067,0.32,0.55,0.03,0.1,0.0328
260,260,альтруизм,PSTV,0.7921,0.4653,0.2079,0.0693,0.2574,0.0796
261,261,альфа,NEUT,0.3788,0.29,0.41,0.05,0.25,0.0586
262,262,альянс,NEUT,0.4767,0.35,0.375,0.0667,0.2083,0.0794
263,263,алюминиевый,NEUT,0.0,0.1081,0.6486,0.0541,0.1892,0.0811
264,264,алюминий,NEUT,0.1509,0.2277,0.5941,0.0693,0.1089,0.0904
265,265,амазонка,NEUT,0.3036,0.3,0.52,0.11,0.07,0.1503
266,266,амбал,NGTV,-0.6818,0.07,0.3,0.5,0.13,0.0798
267,267,амбиция,NEUT,0.4727,0.44,0.26,0.18,0.12,0.2536
268,268,американец,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
269,269,американизация,NEUT,0.0,0.0,0.72,0.16,0.12,0.0
270,270,американка,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
271,271,американский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
272,272,аморальность,NGTV,-1.0,0.0571,0.0857,0.7429,0.1143,0.0615
273,273,аморальный,NGTV,-1.0,0.08,0.04,0.8,0.08,0.08800000000000001
274,274,амплитуда,NEUT,0.0,0.1333,0.5333,0.0667,0.2667,0.1
275,275,амулет,PSTV,0.6081,0.45,0.33,0.09,0.13,0.10800000000000001
276,276,анализ,NEUT,0.3952,0.3663,0.495,0.0297,0.1089,0.0321
277,277,анализирование,NEUT,0.5075,0.4327,0.4231,0.0192,0.125,0.0201
278,278,анализировать,PSTV,0.5859,0.5,0.39,0.01,0.1,0.0102
279,279,аналог,NEUT,0.19899999999999998,0.2376,0.5446,0.0495,0.1683,0.0598
280,280,аналогичность,NEUT,0.2091,0.2524,0.5631,0.068,0.1165,0.0863
281,281,аналогичный,NEUT,0.1111,0.22,0.64,0.03,0.11,0.0341
282,282,анальгин,NEUT,0.2576,0.2451,0.4804,0.0784,0.1961,0.1035
283,283,ананас,NEUT,0.4857,0.4381,0.4571,0.0286,0.0762,0.0304
284,284,ананасовый,NEUT,0.4231,0.396,0.495,0.0198,0.0891,0.0208
285,285,анархистский,NGTV,-0.6308,0.0693,0.3069,0.4455,0.1782,0.0801
286,286,анархия,NGTV,-0.7,0.06,0.28,0.49,0.17,0.0673
287,287,анатомия,NEUT,0.1,0.2069,0.6207,0.0345,0.1379,0.0402
288,288,ангар,NEUT,0.0,0.1316,0.6579,0.0658,0.1447,0.0987
289,289,ангел,PSTV,1.0,0.92,0.08,0.0,0.0,0.0
290,290,ангелок,PSTV,1.0,0.8276,0.0345,0.069,0.069,0.0747
291,291,ангелочек,PSTV,1.0,0.92,0.08,0.0,0.0,0.0
292,292,ангельски,PSTV,1.0,0.8846,0.0385,0.0,0.0769,0.0
293,293,ангина,NGTV,-0.9,0.0833,0.2222,0.6667,0.0278,0.0938
294,294,английский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
295,295,англичанин,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
296,296,англичанка,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
297,297,андроид,NEUT,0.0172,0.1724,0.6552,0.069,0.1034,0.0966
298,298,анекдот,PSTV,1.0,0.8077,0.1923,0.0,0.0,0.0
299,299,аниматор,NEUT,0.5079,0.4257,0.4158,0.0396,0.1188,0.0433
300,300,анимация,NEUT,0.34,0.3465,0.5446,0.0198,0.0891,0.0209
301,301,аниме,NEUT,0.2419,0.2735,0.4444,0.1453,0.1368,0.2225
302,302,анкета,NEUT,0.0,0.0857,0.8,0.0571,0.0571,0.0952
303,303,анкетирование,NEUT,0.0,0.0385,0.6923,0.0769,0.1923,0.0577
304,304,аннулировать,NGTV,-0.5,0.09,0.4,0.4,0.11,0.1103
305,305,аномалия,NGTV,-0.5,0.0909,0.4182,0.4182,0.0727,0.1107
306,306,аномальность,NGTV,-0.575,0.1,0.37,0.46,0.07,0.1217
307,307,аномальный,NGTV,-0.5429999999999999,0.1089,0.3366,0.4059,0.1485,0.1381
308,308,аноним,NEUT,0.0,0.1471,0.6373,0.1471,0.0686,0.2941
309,309,анонимка,NEUT,-0.2778,0.09,0.52,0.28,0.11,0.1189
310,310,анонимность,NEUT,0.0,0.1628,0.7093,0.0698,0.0581,0.0997
311,311,анонимный,NEUT,0.0,0.12,0.76,0.04,0.08,0.0533
312,312,анорексия,NGTV,-1.0,0.0,0.1111,0.8148,0.0741,0.0
313,313,ансамбль,NEUT,0.4851,0.4314,0.451,0.0294,0.0882,0.0314
314,314,антагонист,NGTV,-0.7247,0.0667,0.21899999999999997,0.4095,0.3048,0.0775
315,315,антагонистический,NGTV,-0.6515,0.0577,0.2692,0.4135,0.2596,0.0657
316,316,антарктический,NEUT,0.0,0.1485,0.6337,0.0891,0.1287,0.1426
317,317,антеннка,NEUT,0.2419,0.2277,0.4653,0.0792,0.2277,0.1068
318,318,антибактериальный,PSTV,0.7091,0.52,0.29,0.12,0.07,0.1477
319,319,антибиотик,NEUT,0.4512,0.39,0.45,0.07,0.09,0.0826
320,320,антивирус,PSTV,1.0,0.76,0.16,0.08,0.0,0.0884
321,321,антивоенный,PSTV,0.6667,0.4902,0.2451,0.1471,0.1176,0.1912
322,322,антигерой,NGTV,-0.8421,0.0495,0.2475,0.6337,0.0693,0.0534
323,323,антидепрессант,NEUT,0.1255,0.3069,0.3861,0.2277,0.0792,0.3967
324,324,антиквариат,NEUT,0.436,0.39,0.47,0.04,0.1,0.0441
325,325,антикварный,NEUT,0.3473,0.3663,0.5644,0.0198,0.0495,0.0209
326,326,антилопа,NEUT,0.371,0.3564,0.5149,0.0396,0.0891,0.044000000000000004
327,327,антинаучный,NGTV,-0.7018,0.1188,0.2871,0.505,0.0891,0.1468
328,328,антиправительственный,NGTV,-0.4344,0.1667,0.2745,0.402,0.1569,0.2358
329,329,антирелигиозный,NEUT,-0.2575,0.1683,0.3663,0.3168,0.1485,0.2577
330,330,антисанитария,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
